Date,High,Low,Open,Close,Volume,Adj Close,company_name
2017-01-03,29.082500457763672,28.690000534057617,28.950000762939453,29.037500381469727,115127600.0,27.277639389038086,APPLE
2017-01-04,29.127500534057617,28.9375,28.962499618530273,29.0049991607666,84472400.0,27.247108459472656,APPLE
2017-01-05,29.21500015258789,28.952499389648438,28.979999542236328,29.15250015258789,88774400.0,27.38566780090332,APPLE
2017-01-06,29.540000915527344,29.11750030517578,29.19499969482422,29.477500915527344,127007600.0,27.69097137451172,APPLE
2017-01-09,29.857500076293945,29.485000610351562,29.487499237060547,29.747499465942383,134247600.0,27.944602966308594,APPLE
2017-01-10,29.844999313354492,29.575000762939453,29.6924991607666,29.77750015258789,97848400.0,27.97278594970703,APPLE
2017-01-11,29.982500076293945,29.649999618530273,29.684999465942383,29.9375,110354400.0,28.123088836669922,APPLE
2017-01-12,29.825000762939453,29.552499771118164,29.725000381469727,29.8125,108344800.0,28.005664825439453,APPLE
2017-01-13,29.905000686645508,29.702499389648438,29.77750015258789,29.760000228881836,104447600.0,27.956350326538086,APPLE
2017-01-17,30.059999465942383,29.55500030517578,29.584999084472656,30.0,137759200.0,28.181800842285156,APPLE
2017-01-18,30.125,29.927499771118164,30.0,29.997499465942383,94852000.0,28.17945671081543,APPLE
2017-01-19,30.022499084472656,29.842500686645508,29.850000381469727,29.94499969482422,102389200.0,28.1301326751709,APPLE
2017-01-20,30.112499237060547,29.9325008392334,30.112499237060547,30.0,130391600.0,28.181800842285156,APPLE
2017-01-23,30.202499389648438,29.9424991607666,30.0,30.020000457763672,88200800.0,28.200590133666992,APPLE
2017-01-24,30.024999618530273,29.875,29.887500762939453,29.99250030517578,92844000.0,28.17475700378418,APPLE
2017-01-25,30.524999618530273,30.06999969482422,30.104999542236328,30.469999313354492,129510400.0,28.623313903808594,APPLE
2017-01-26,30.610000610351562,30.399999618530273,30.417499542236328,30.485000610351562,105350400.0,28.637407302856445,APPLE
2017-01-27,30.587499618530273,30.399999618530273,30.53499984741211,30.487499237060547,82251600.0,28.639755249023438,APPLE
2017-01-30,30.407499313354492,30.165000915527344,30.232500076293945,30.407499313354492,121510000.0,28.564605712890625,APPLE
2017-01-31,30.34749984741211,30.155000686645508,30.287500381469727,30.337499618530273,196804000.0,28.498844146728516,APPLE
2017-02-01,32.622501373291016,31.752500534057617,31.75749969482422,32.1875,447940000.0,30.236719131469727,APPLE
2017-02-02,32.34749984741211,31.94499969482422,31.9950008392334,32.13249969482422,134841600.0,30.185060501098633,APPLE
2017-02-03,32.29750061035156,32.040000915527344,32.07749938964844,32.27000045776367,98029200.0,30.31422996520996,APPLE
2017-02-06,32.625,32.224998474121094,32.282501220703125,32.5724983215332,107383600.0,30.598392486572266,APPLE
2017-02-07,33.022499084472656,32.61249923706055,32.6349983215332,32.88249969482422,152735200.0,30.88960075378418,APPLE
2017-02-08,33.05500030517578,32.80500030517578,32.837501525878906,33.0099983215332,92016400.0,31.00937271118164,APPLE
2017-02-09,33.11249923706055,32.779998779296875,32.912498474121094,33.10499954223633,113399600.0,31.23344612121582,APPLE
2017-02-10,33.23500061035156,33.01250076293945,33.1150016784668,33.029998779296875,80262000.0,31.162689208984375,APPLE
2017-02-13,33.45500183105469,33.1875,33.27000045776367,33.3224983215332,92141600.0,31.43865203857422,APPLE
2017-02-14,33.772499084472656,33.3125,33.36750030517578,33.755001068115234,132904800.0,31.846702575683594,APPLE
2017-02-15,34.067501068115234,33.654998779296875,33.880001068115234,33.877498626708984,142492400.0,31.962276458740234,APPLE
2017-02-16,33.974998474121094,33.709999084472656,33.91749954223633,33.837501525878906,90338400.0,31.92454719543457,APPLE
2017-02-17,33.95750045776367,33.775001525878906,33.775001525878906,33.93000030517578,88792800.0,32.011810302734375,APPLE
2017-02-21,34.1875,33.994998931884766,34.057498931884766,34.17499923706055,98028800.0,32.242958068847656,APPLE
2017-02-22,34.279998779296875,34.02750015258789,34.10749816894531,34.27750015258789,83347600.0,32.339664459228516,APPLE
2017-02-23,34.369998931884766,34.07500076293945,34.345001220703125,34.13249969482422,83152800.0,32.2028694152832,APPLE
2017-02-24,34.165000915527344,33.81999969482422,33.977500915527344,34.165000915527344,87106400.0,32.233524322509766,APPLE
2017-02-27,34.36000061035156,34.06999969482422,34.28499984741211,34.23249816894531,81029600.0,32.297210693359375,APPLE
2017-02-28,34.36000061035156,34.17499923706055,34.27000045776367,34.247501373291016,93931600.0,32.31135940551758,APPLE
2017-03-01,35.037498474121094,34.400001525878906,34.47249984741211,34.9474983215332,145658400.0,32.971778869628906,APPLE
2017-03-02,35.06999969482422,34.689998626708984,35.0,34.7400016784668,104844000.0,32.7760124206543,APPLE
2017-03-03,34.95750045776367,34.647499084472656,34.69499969482422,34.94499969482422,84432400.0,32.96943283081055,APPLE
2017-03-06,34.942501068115234,34.650001525878906,34.842498779296875,34.834999084472656,87000000.0,32.865638732910156,APPLE
2017-03-07,34.994998931884766,34.6974983215332,34.76499938964844,34.880001068115234,69785200.0,32.90810012817383,APPLE
2017-03-08,34.95000076293945,34.70500183105469,34.73749923706055,34.75,74828800.0,32.78544616699219,APPLE
2017-03-09,34.6974983215332,34.26250076293945,34.685001373291016,34.66999816894531,88623600.0,32.70998001098633,APPLE
2017-03-10,34.84000015258789,34.65999984741211,34.8125,34.78499984741211,78451200.0,32.818477630615234,APPLE
2017-03-13,34.85749816894531,34.70500183105469,34.712501525878906,34.79999923706055,69686800.0,32.83262252807617,APPLE
2017-03-14,34.912498474121094,34.709999084472656,34.82500076293945,34.747501373291016,61236400.0,32.78309631347656,APPLE
2017-03-15,35.1875,34.75749969482422,34.852500915527344,35.1150016784668,102767200.0,33.12982177734375,APPLE
2017-03-16,35.255001068115234,35.064998626708984,35.18000030517578,35.17250061035156,76928000.0,33.18406677246094,APPLE
2017-03-17,35.25,34.97249984741211,35.25,34.997501373291016,175540000.0,33.01896667480469,APPLE
2017-03-20,35.375,35.057498931884766,35.099998474121094,35.3650016784668,86168000.0,33.36567687988281,APPLE
2017-03-21,35.70000076293945,34.932498931884766,35.52750015258789,34.959999084472656,158119600.0,32.98357391357422,APPLE
2017-03-22,35.400001525878906,34.939998626708984,34.962501525878906,35.35499954223633,103440800.0,33.35624313354492,APPLE
2017-03-23,35.39500045776367,35.15250015258789,35.314998626708984,35.22999954223633,81385200.0,33.23831558227539,APPLE
2017-03-24,35.435001373291016,35.087501525878906,35.375,35.15999984741211,89582400.0,33.17227554321289,APPLE
2017-03-27,35.30500030517578,34.654998779296875,34.84749984741211,35.220001220703125,94300400.0,33.22888946533203,APPLE
2017-03-28,36.0099983215332,35.154998779296875,35.227500915527344,35.95000076293945,133499200.0,33.9176139831543,APPLE
2017-03-29,36.122501373291016,35.79750061035156,35.91999816894531,36.029998779296875,116760000.0,33.99308395385742,APPLE
2017-03-30,36.125,35.875,36.04750061035156,35.98249816894531,84829200.0,33.94826889038086,APPLE
2017-03-31,36.067501068115234,35.752498626708984,35.93000030517578,35.915000915527344,78646800.0,33.88459396362305,APPLE
2017-04-03,36.029998779296875,35.76250076293945,35.9275016784668,35.92499923706055,79942800.0,33.89402389526367,APPLE
2017-04-04,36.22249984741211,35.79249954223633,35.8125,36.192501068115234,79565600.0,34.146400451660156,APPLE
2017-04-05,36.3650016784668,35.95249938964844,36.05500030517578,36.005001068115234,110871600.0,33.96949768066406,APPLE
2017-04-06,36.130001068115234,35.86249923706055,36.0724983215332,35.915000915527344,84596000.0,33.88459396362305,APPLE
2017-04-07,36.04499816894531,35.817501068115234,35.932498931884766,35.834999084472656,66688800.0,33.80910873413086,APPLE
2017-04-10,35.970001220703125,35.724998474121094,35.900001525878906,35.79249954223633,75733600.0,33.76901626586914,APPLE
2017-04-11,35.837501525878906,35.01499938964844,35.73500061035156,35.407501220703125,121517600.0,33.40577697753906,APPLE
2017-04-12,35.537498474121094,35.252498626708984,35.400001525878906,35.45000076293945,81400000.0,33.44587326049805,APPLE
2017-04-13,35.595001220703125,35.26250076293945,35.477500915527344,35.26250076293945,71291600.0,33.268978118896484,APPLE
2017-04-17,35.470001220703125,35.217498779296875,35.369998931884766,35.45750045776367,66328400.0,33.45295715332031,APPLE
2017-04-18,35.5099983215332,35.27750015258789,35.352500915527344,35.29999923706055,58790000.0,33.304359436035156,APPLE
2017-04-19,35.5,35.11249923706055,35.470001220703125,35.16999816894531,69313600.0,33.181705474853516,APPLE
2017-04-20,35.72999954223633,35.290000915527344,35.30500030517578,35.61000061035156,93278400.0,33.596832275390625,APPLE
2017-04-21,35.66999816894531,35.462501525878906,35.61000061035156,35.567501068115234,69283600.0,33.55673599243164,APPLE
2017-04-24,35.98749923706055,35.79499816894531,35.875,35.90999984741211,68537200.0,33.8798713684082,APPLE
2017-04-25,36.224998474121094,35.967498779296875,35.977500915527344,36.13249969482422,75486000.0,34.08979415893555,APPLE
2017-04-26,36.150001525878906,35.845001220703125,36.11750030517578,35.91999816894531,80164800.0,33.88930130004883,APPLE
2017-04-27,36.040000915527344,35.82749938964844,35.97999954223633,35.9474983215332,56985200.0,33.91525650024414,APPLE
2017-04-28,36.07500076293945,35.817501068115234,36.022499084472656,35.912498474121094,83441600.0,33.882225036621094,APPLE
2017-05-01,36.79999923706055,36.2400016784668,36.275001525878906,36.64500045776367,134411600.0,34.57331848144531,APPLE
2017-05-02,37.022499084472656,36.709999084472656,36.8849983215332,36.877498626708984,181408800.0,34.79267883300781,APPLE
2017-05-03,36.872501373291016,36.067501068115234,36.397499084472656,36.76499938964844,182788000.0,34.6865348815918,APPLE
2017-05-04,36.78499984741211,36.45249938964844,36.630001068115234,36.63249969482422,93487600.0,34.561519622802734,APPLE
2017-05-05,37.244998931884766,36.689998626708984,36.689998626708984,37.2400016784668,109310800.0,35.134681701660156,APPLE
2017-05-08,38.42499923706055,37.25749969482422,37.25749969482422,38.252498626708984,195009600.0,36.08993148803711,APPLE
2017-05-09,38.720001220703125,38.36249923706055,38.467498779296875,38.497501373291016,156521600.0,36.321083068847656,APPLE
2017-05-10,38.48500061035156,38.02750015258789,38.407501220703125,38.314998626708984,103222800.0,36.14890670776367,APPLE
2017-05-11,38.51750183105469,38.07749938964844,38.11249923706055,38.48749923706055,109020400.0,36.46153259277344,APPLE
